FromNode,ToNode,Distance_Meters,Time_Seconds
1745.0,1773.0,32909.8,1316.39
1893.0,1835.0,69099.39,2763.98
1835.0,1893.0,69099.39,2763.98
1893.0,1859.0,45085.81,1803.43
1859.0,1893.0,45085.81,1803.43
1893.0,1852.0,47148.32,2121.67
1852.0,1893.0,47148.32,2121.67
1893.0,1916.0,44828.45,2017.28
1916.0,1893.0,44828.45,2017.28
1723.0,1720.0,47126.99,1885.08
1720.0,1723.0,47126.99,1885.08
1723.0,1721.0,67240.2,2689.61
1721.0,1723.0,67240.2,2689.61
1723.0,1756.0,56335.65,2253.43
1756.0,1723.0,56335.65,2253.43
1756.0,1718.0,74160.74,2966.43
1718.0,1756.0,74160.74,2966.43
1756.0,1720.0,45287.59,1811.5
1720.0,1756.0,45287.59,1811.5
1756.0,1727.0,32690.8,1307.63
1727.0,1756.0,32690.8,1307.63
1756.0,1737.0,49458.49,1978.34
1737.0,1756.0,49458.49,1978.34
1715.0,1916.0,29660.13,1334.71
1916.0,1715.0,29660.13,1334.71
1835.0,1852.0,51179.75,2047.19
1852.0,1835.0,51179.75,2047.19
1835.0,1874.0,112484.91,4499.4
1874.0,1835.0,112484.91,4499.4
1835.0,1916.0,55795.62,2231.82
1916.0,1835.0,55795.62,2231.82
1835.0,1873.0,70026.82,2801.07
1873.0,1835.0,70026.82,2801.07
1775.0,1737.0,47597.09,2141.87
1737.0,1775.0,47597.09,2141.87
1718.0,1727.0,61781.03,2471.24
1727.0,1718.0,61781.03,2471.24
1718.0,1720.0,63337.92,2533.52
1720.0,1718.0,63337.92,2533.52
1718.0,1725.0,99250.05,3970.0
1725.0,1718.0,99250.05,3970.0
1718.0,1755.0,67963.79,2718.55
1755.0,1718.0,67963.79,2718.55
1727.0,1824.0,35227.56,1409.1
1824.0,1727.0,35227.56,1409.1
1720.0,1721.0,46932.65,1877.31
1721.0,1720.0,46932.65,1877.31
1725.0,1755.0,66528.03,2661.12
1755.0,1725.0,66528.03,2661.12
1725.0,1816.0,29919.53,1346.38
1816.0,1725.0,29919.53,1346.38
1755.0,1816.0,34470.46,1551.17
1816.0,1755.0,34470.46,1551.17
1721.0,1816.0,76245.39,3049.82
1816.0,1721.0,76245.39,3049.82
1824.0,1731.0,42942.9,1717.72
1731.0,1824.0,42942.9,1717.72
1824.0,1737.0,45311.45,2039.02
1737.0,1824.0,45311.45,2039.02
1745.0,1748.0,55029.74,2201.19
1748.0,1745.0,55029.74,2201.19
1745.0,1881.0,35543.78,1599.47
1881.0,1745.0,35543.78,1599.47
1748.0,1849.0,23007.07,1035.32
1849.0,1748.0,23007.07,1035.32
1881.0,1883.0,50804.09,2286.18
1883.0,1881.0,50804.09,2286.18
1832.0,1886.0,38268.59,1722.09
1886.0,1832.0,38268.59,1722.09
1832.0,1838.0,68234.12,3070.54
1838.0,1832.0,68234.12,3070.54
1832.0,1851.0,43931.53,1976.92
1851.0,1832.0,43931.53,1976.92
1840.0,1917.0,56049.95,2522.25
1917.0,1840.0,56049.95,2522.25
1840.0,1841.0,43368.46,1951.58
1841.0,1840.0,43368.46,1951.58
1880.0,1836.0,27860.87,1114.43
1836.0,1880.0,27860.87,1114.43
1880.0,1917.0,52367.87,2356.55
1917.0,1880.0,52367.87,2356.55
1880.0,1869.0,67303.02,3028.64
1869.0,1880.0,67303.02,3028.64
1834.0,1848.0,46487.51,1859.5
1848.0,1834.0,46487.51,1859.5
1834.0,1843.0,58194.31,2327.77
1843.0,1834.0,58194.31,2327.77
1834.0,1836.0,38628.9,1545.16
1836.0,1834.0,38628.9,1545.16
1834.0,1876.0,71626.49,2865.06
1876.0,1834.0,71626.49,2865.06
1834.0,1838.0,61932.22,2477.29
1838.0,1834.0,61932.22,2477.29
1834.0,1917.0,48147.27,1925.89
1917.0,1834.0,48147.27,1925.89
1869.0,1907.0,77793.99,3500.73
1907.0,1869.0,77793.99,3500.73
1869.0,1904.0,35645.64,1604.05
1904.0,1869.0,35645.64,1604.05
1894.0,1875.0,43040.83,1721.63
1875.0,1894.0,43040.83,1721.63
1894.0,1904.0,40525.29,1823.64
1904.0,1894.0,40525.29,1823.64
1841.0,1848.0,34714.81,1562.17
1848.0,1841.0,34714.81,1562.17
1895.0,1873.0,30229.73,1360.34
1873.0,1895.0,30229.73,1360.34
1895.0,1874.0,33682.43,1515.71
1874.0,1895.0,33682.43,1515.71
1896.0,2037.0,70644.32,3178.99
2037.0,1896.0,70644.32,3178.99
1896.0,1913.0,48520.06,2183.4
1913.0,1896.0,48520.06,2183.4
1907.0,1855.0,28311.96,1274.04
1855.0,1907.0,28311.96,1274.04
1913.0,1963.0,44955.55,1798.22
1963.0,1913.0,44955.55,1798.22
1913.0,1915.0,44672.32,2010.25
1915.0,1913.0,44672.32,2010.25
1913.0,1871.0,70522.34,3173.51
1871.0,1913.0,70522.34,3173.51
1913.0,1966.0,36509.08,1642.91
1966.0,1913.0,36509.08,1642.91
1915.0,1871.0,30788.73,1385.49
1871.0,1915.0,30788.73,1385.49
1963.0,1936.0,19299.04,771.96
1936.0,1963.0,19299.04,771.96
1963.0,1966.0,50976.74,2039.07
1966.0,1963.0,50976.74,2039.07
1922.0,1920.0,83003.67,3320.15
1920.0,1922.0,83003.67,3320.15
1922.0,1982.0,66147.71,2645.91
1982.0,1922.0,66147.71,2645.91
1922.0,2004.0,54963.62,2198.54
2004.0,1922.0,54963.62,2198.54
1922.0,1974.0,60077.78,2403.11
1974.0,1922.0,60077.78,2403.11
1922.0,1989.0,54089.63,2163.59
1989.0,1922.0,54089.63,2163.59
2035.0,1982.0,26253.93,1050.16
1982.0,2035.0,26253.93,1050.16
2035.0,2037.0,34581.11,1556.15
2037.0,2035.0,34581.11,1556.15
1982.0,1918.0,100050.91,4002.04
1918.0,1982.0,100050.91,4002.04
1982.0,1984.0,22038.64,881.55
1984.0,1982.0,22038.64,881.55
2037.0,2153.0,57949.53,2607.73
2153.0,2037.0,57949.53,2607.73
2037.0,1966.0,37111.36,1670.01
1966.0,2037.0,37111.36,1670.01
2004.0,1937.0,44431.95,1777.28
1937.0,2004.0,44431.95,1777.28
2061.0,2113.0,57647.75,2594.15
2113.0,2061.0,57647.75,2594.15
2061.0,1949.0,75786.86,3410.41
1949.0,2061.0,75786.86,3410.41
2113.0,2024.0,55198.64,2207.95
2024.0,2113.0,55198.64,2207.95
2113.0,1924.0,55419.64,2493.88
1924.0,2113.0,55419.64,2493.88
2140.0,2128.0,48593.36,1943.73
2128.0,2140.0,48593.36,1943.73
2140.0,2100.0,33601.63,1512.07
2100.0,2140.0,33601.63,1512.07
2135.0,2132.0,55620.38,2502.92
2132.0,2135.0,55620.38,2502.92
2135.0,2143.0,37053.25,1667.4
2143.0,2135.0,37053.25,1667.4
2132.0,2153.0,65605.42,2952.24
2153.0,2132.0,65605.42,2952.24
2132.0,2145.0,36155.28,1626.99
2145.0,2132.0,36155.28,1626.99
1949.0,1924.0,53691.27,2147.65
1924.0,1949.0,53691.27,2147.65
1949.0,1961.0,55357.36,2214.29
1961.0,1949.0,55357.36,2214.29
1949.0,1984.0,22580.25,903.21
1984.0,1949.0,22580.25,903.21
1949.0,1957.0,72746.99,2909.88
1957.0,1949.0,72746.99,2909.88
1949.0,1983.0,38868.25,1749.07
1983.0,1949.0,38868.25,1749.07
2107.0,2194.0,47654.2,1906.17
2194.0,2107.0,47654.2,1906.17
2107.0,2142.0,29721.71,1337.48
2142.0,2107.0,29721.71,1337.48
2114.0,2096.0,46534.91,1861.4
2096.0,2114.0,46534.91,1861.4
2114.0,2158.0,53039.73,2121.59
2158.0,2114.0,53039.73,2121.59
2114.0,2170.0,29284.15,1171.37
2170.0,2114.0,29284.15,1171.37
2145.0,2102.0,18441.89,737.68
2102.0,2145.0,18441.89,737.68
1983.0,1984.0,20059.71,802.39
1984.0,1983.0,20059.71,802.39
2143.0,2142.0,58028.92,2611.3
2142.0,2143.0,58028.92,2611.3
2142.0,2178.0,52834.49,2377.55
2178.0,2142.0,52834.49,2377.55
2141.0,2117.0,33112.85,1324.51
2117.0,2141.0,33112.85,1324.51
2141.0,2158.0,35307.47,1412.3
2158.0,2141.0,35307.47,1412.3
2141.0,2178.0,38481.2,1731.65
2178.0,2141.0,38481.2,1731.65
2128.0,2170.0,85365.04,3414.6
2170.0,2128.0,85365.04,3414.6
2128.0,2123.0,24819.67,1116.88
2123.0,2128.0,24819.67,1116.88
2128.0,2102.0,27082.67,1218.72
2102.0,2128.0,27082.67,1218.72
2099.0,2100.0,44145.13,1765.81
2100.0,2099.0,44145.13,1765.81
2099.0,2126.0,54814.34,2192.57
2126.0,2099.0,54814.34,2192.57
2099.0,2123.0,49458.22,1978.33
2123.0,2099.0,49458.22,1978.33
2099.0,2109.0,45430.88,1817.24
2109.0,2099.0,45430.88,1817.24
2099.0,2110.0,61916.29,2476.65
2110.0,2099.0,61916.29,2476.65
2099.0,2146.0,83951.42,3358.06
2146.0,2099.0,83951.42,3358.06
2099.0,2124.0,64786.89,2591.48
2124.0,2099.0,64786.89,2591.48
2170.0,2096.0,56852.78,2274.11
2096.0,2170.0,56852.78,2274.11
2170.0,2124.0,56234.42,2249.38
2124.0,2170.0,56234.42,2249.38
2150.0,2155.0,27305.34,1092.21
2155.0,2150.0,27305.34,1092.21
2150.0,2117.0,74465.18,3350.93
2117.0,2150.0,74465.18,3350.93
2117.0,2158.0,68367.02,3076.52
2158.0,2117.0,68367.02,3076.52
2194.0,2155.0,53216.63,2394.75
2155.0,2194.0,53216.63,2394.75
1867.0,1845.0,31706.25,1268.25
1845.0,1867.0,31706.25,1268.25
1867.0,1855.0,36203.36,1448.13
1855.0,1867.0,36203.36,1448.13
1886.0,1851.0,55612.1,2502.54
1851.0,1886.0,55612.1,2502.54
1936.0,2095.0,30584.96,1223.4
2095.0,1936.0,30584.96,1223.4
1936.0,1937.0,35342.38,1413.7
1937.0,1936.0,35342.38,1413.7
1936.0,1882.0,73662.85,3314.83
1882.0,1936.0,73662.85,3314.83
1876.0,1874.0,89875.57,3595.02
1874.0,1876.0,89875.57,3595.02
1876.0,1838.0,64302.38,2893.61
1838.0,1876.0,64302.38,2893.61
1876.0,1842.0,61826.02,2782.17
1842.0,1876.0,61826.02,2782.17
1882.0,1871.0,50717.82,2028.71
1871.0,1882.0,50717.82,2028.71
1875.0,1842.0,27720.68,1108.83
1842.0,1875.0,27720.68,1108.83
1845.0,1844.0,25216.86,1008.67
1844.0,1845.0,25216.86,1008.67
1845.0,1852.0,23829.78,953.19
1852.0,1845.0,23829.78,953.19
1845.0,1855.0,48368.67,2176.59
1855.0,1845.0,48368.67,2176.59
1874.0,1842.0,48068.94,2163.1
1842.0,1874.0,48068.94,2163.1
1984.0,1918.0,102813.15,4112.53
1918.0,1984.0,102813.15,4112.53
1848.0,1917.0,41296.35,1858.34
1917.0,1848.0,41296.35,1858.34
1843.0,1842.0,31799.28,1271.97
1842.0,1843.0,31799.28,1271.97
1843.0,1836.0,40722.46,1832.51
1836.0,1843.0,40722.46,1832.51
1838.0,1851.0,50326.07,2013.04
1851.0,1838.0,50326.07,2013.04
1844.0,1850.0,33666.03,1346.64
1850.0,1844.0,33666.03,1346.64
1850.0,1859.0,33864.84,1354.59
1859.0,1850.0,33864.84,1354.59
1849.0,1859.0,33597.33,1343.89
1859.0,1849.0,33597.33,1343.89
1918.0,1961.0,52994.67,2119.79
1961.0,1918.0,52994.67,2119.79
1918.0,1919.0,59363.81,2374.55
1919.0,1918.0,59363.81,2374.55
1918.0,1956.0,47610.81,1904.43
1956.0,1918.0,47610.81,1904.43
1918.0,1927.0,96749.06,3869.96
1927.0,1918.0,96749.06,3869.96
1918.0,1952.0,74981.02,2999.24
1952.0,1918.0,74981.02,2999.24
1918.0,1970.0,58598.73,2343.95
1970.0,1918.0,58598.73,2343.95
1918.0,1925.0,134214.52,5368.58
1925.0,1918.0,134214.52,5368.58
1918.0,2026.0,70905.7,2836.23
2026.0,1918.0,70905.7,2836.23
1918.0,1989.0,93761.02,3750.44
1989.0,1918.0,93761.02,3750.44
1918.0,2028.0,58412.16,2336.49
2028.0,1918.0,58412.16,2336.49
1918.0,2083.0,105164.99,4206.6
2083.0,1918.0,105164.99,4206.6
1961.0,1956.0,40983.76,1639.35
1956.0,1961.0,40983.76,1639.35
1961.0,2086.0,41739.77,1878.29
2086.0,1961.0,41739.77,1878.29
1919.0,1941.0,63172.61,2526.9
1941.0,1919.0,63172.61,2526.9
1919.0,2083.0,35242.23,1409.69
2083.0,1919.0,35242.23,1409.69
1919.0,2087.0,82804.7,3312.19
2087.0,1919.0,82804.7,3312.19
1919.0,2052.0,59295.51,2371.82
2052.0,1919.0,59295.51,2371.82
1956.0,1957.0,35036.87,1401.47
1957.0,1956.0,35036.87,1401.47
1927.0,1975.0,46921.43,1876.86
1975.0,1927.0,46921.43,1876.86
1927.0,2027.0,34302.36,1372.09
2027.0,1927.0,34302.36,1372.09
1927.0,2013.0,31347.43,1253.9
2013.0,1927.0,31347.43,1253.9
1927.0,1928.0,115248.03,4609.92
1928.0,1927.0,115248.03,4609.92
1927.0,2026.0,67702.16,2708.09
2026.0,1927.0,67702.16,2708.09
1927.0,2214.0,93417.32,3736.69
2214.0,1927.0,93417.32,3736.69
1927.0,2045.0,74309.68,2972.39
2045.0,1927.0,74309.68,2972.39
1927.0,2091.0,15431.14,617.25
2091.0,1927.0,15431.14,617.25
1927.0,2311.0,78262.5,3130.5
2311.0,1927.0,78262.5,3130.5
1952.0,1925.0,51408.54,2056.34
1925.0,1952.0,51408.54,2056.34
1952.0,2026.0,32704.43,1308.18
2026.0,1952.0,32704.43,1308.18
1952.0,2022.0,34004.23,1360.17
2022.0,1952.0,34004.23,1360.17
1952.0,2033.0,34343.17,1373.73
2033.0,1952.0,34343.17,1373.73
1952.0,1977.0,62276.56,2491.06
1977.0,1952.0,62276.56,2491.06
1952.0,1957.0,37477.97,1499.12
1957.0,1952.0,37477.97,1499.12
1952.0,2046.0,56409.48,2256.38
2046.0,1952.0,56409.48,2256.38
1970.0,1939.0,98165.84,3926.63
1939.0,1970.0,98165.84,3926.63
1970.0,1941.0,53995.42,2159.82
1941.0,1970.0,53995.42,2159.82
1970.0,2027.0,45957.77,1838.31
2027.0,1970.0,45957.77,1838.31
1970.0,2028.0,35711.01,1428.44
2028.0,1970.0,35711.01,1428.44
1970.0,1975.0,27731.67,1109.27
1975.0,1970.0,27731.67,1109.27
1925.0,1958.0,46368.37,1854.73
1958.0,1925.0,46368.37,1854.73
1925.0,1926.0,42733.93,1709.36
1926.0,1925.0,42733.93,1709.36
1925.0,2065.0,54867.21,2194.69
2065.0,1925.0,54867.21,2194.69
1925.0,2021.0,39097.77,1563.91
2021.0,1925.0,39097.77,1563.91
1925.0,1957.0,40423.96,1616.96
1957.0,1925.0,40423.96,1616.96
1925.0,1976.0,85519.44,3420.78
1976.0,1925.0,85519.44,3420.78
1925.0,2006.0,58428.02,2337.12
2006.0,1925.0,58428.02,2337.12
2026.0,2046.0,49533.42,1981.34
2046.0,2026.0,49533.42,1981.34
1989.0,2083.0,28058.72,1122.35
2083.0,1989.0,28058.72,1122.35
1989.0,2087.0,33758.26,1519.12
2087.0,1989.0,33758.26,1519.12
2028.0,2027.0,20284.27,811.37
2027.0,2028.0,20284.27,811.37
1941.0,1939.0,53643.68,2145.75
1939.0,1941.0,53643.68,2145.75
1941.0,2020.0,66213.39,2648.54
2020.0,1941.0,66213.39,2648.54
2086.0,2087.0,27036.52,1216.64
2087.0,2086.0,27036.52,1216.64
2052.0,1974.0,25156.5,1006.26
1974.0,2052.0,25156.5,1006.26
2052.0,2020.0,35410.44,1593.47
2020.0,2052.0,35410.44,1593.47
1920.0,1932.0,33144.88,1325.8
1932.0,1920.0,33144.88,1325.8
1920.0,1974.0,26572.24,1062.89
1974.0,1920.0,26572.24,1062.89
1932.0,1972.0,63935.39,2557.42
1972.0,1932.0,63935.39,2557.42
1974.0,1935.0,27190.31,1087.61
1935.0,1974.0,27190.31,1087.61
1974.0,2020.0,52580.4,2103.22
2020.0,1974.0,52580.4,2103.22
1924.0,2006.0,35549.43,1421.98
2006.0,1924.0,35549.43,1421.98
1924.0,1926.0,26080.97,1043.24
1926.0,1924.0,26080.97,1043.24
1924.0,2021.0,26676.26,1067.05
2021.0,1924.0,26676.26,1067.05
2006.0,1981.0,55111.85,2204.47
1981.0,2006.0,55111.85,2204.47
1926.0,2021.0,20449.96,920.25
2021.0,1926.0,20449.96,920.25
1981.0,1945.0,89344.35,3573.77
1945.0,1981.0,89344.35,3573.77
1981.0,2024.0,29702.26,1188.09
2024.0,1981.0,29702.26,1188.09
1981.0,2139.0,51057.08,2042.28
2139.0,1981.0,51057.08,2042.28
1981.0,2005.0,37169.12,1486.76
2005.0,1981.0,37169.12,1486.76
1958.0,1977.0,40914.19,1636.57
1977.0,1958.0,40914.19,1636.57
1958.0,2065.0,40589.96,1826.55
2065.0,1958.0,40589.96,1826.55
2065.0,1976.0,48941.35,2202.36
1976.0,2065.0,48941.35,2202.36
1976.0,1945.0,61552.44,2462.1
1945.0,1976.0,61552.44,2462.1
1976.0,2005.0,68448.7,3080.19
2005.0,1976.0,68448.7,3080.19
1975.0,1928.0,45034.28,1801.37
1928.0,1975.0,45034.28,1801.37
1975.0,1939.0,49511.64,1980.47
1939.0,1975.0,49511.64,1980.47
2013.0,1965.0,33324.9,1333.0
1965.0,2013.0,33324.9,1333.0
2013.0,2046.0,36700.8,1651.54
2046.0,2013.0,36700.8,1651.54
2013.0,2091.0,40117.53,1805.29
2091.0,2013.0,40117.53,1805.29
1928.0,1939.0,95932.28,3837.29
1939.0,1928.0,95932.28,3837.29
1965.0,1959.0,53041.6,2121.66
1959.0,1965.0,53041.6,2121.66
1965.0,2046.0,29998.16,1199.93
2046.0,1965.0,29998.16,1199.93
1965.0,1968.0,102787.16,4111.49
1968.0,1965.0,102787.16,4111.49
2214.0,1968.0,70527.24,2821.09
1968.0,2214.0,70527.24,2821.09
2214.0,2311.0,40752.43,1630.1
2311.0,2214.0,40752.43,1630.1
2045.0,2091.0,28467.23,1281.03
2091.0,2045.0,28467.23,1281.03
2020.0,1935.0,42876.35,1715.05
1935.0,2020.0,42876.35,1715.05
1972.0,1935.0,51358.76,2054.35
1935.0,1972.0,51358.76,2054.35
1972.0,1996.0,40511.27,1823.01
1996.0,1972.0,40511.27,1823.01
2095.0,1937.0,25609.96,1152.45
1937.0,2095.0,25609.96,1152.45
1945.0,1969.0,36897.75,1475.91
1969.0,1945.0,36897.75,1475.91
1945.0,1948.0,62578.72,2503.15
1948.0,1945.0,62578.72,2503.15
1945.0,2105.0,84932.12,3397.28
2105.0,1945.0,84932.12,3397.28
1945.0,2131.0,92190.14,3687.61
2131.0,1945.0,92190.14,3687.61
1945.0,2267.0,63122.87,2524.91
2267.0,1945.0,63122.87,2524.91
1969.0,2034.0,30625.76,1225.03
2034.0,1969.0,30625.76,1225.03
1969.0,2206.0,134035.46,5361.42
2206.0,1969.0,134035.46,5361.42
1969.0,2267.0,41897.09,1675.88
2267.0,1969.0,41897.09,1675.88
1969.0,1948.0,74394.87,3347.77
1948.0,1969.0,74394.87,3347.77
1948.0,2139.0,47953.75,1918.15
2139.0,1948.0,47953.75,1918.15
1948.0,2005.0,37526.1,1501.04
2005.0,1948.0,37526.1,1501.04
1948.0,2181.0,27463.24,1098.53
2181.0,1948.0,27463.24,1098.53
1948.0,2148.0,81674.95,3267.0
2148.0,1948.0,81674.95,3267.0
1948.0,2152.0,56515.89,2260.64
2152.0,1948.0,56515.89,2260.64
2105.0,2177.0,143438.35,5737.53
2177.0,2105.0,143438.35,5737.53
2105.0,2181.0,47760.76,1910.43
2181.0,2105.0,47760.76,1910.43
2105.0,2447.0,33194.38,1327.78
2447.0,2105.0,33194.38,1327.78
2105.0,2466.0,81483.23,3259.33
2466.0,2105.0,81483.23,3259.33
2105.0,2131.0,79371.3,3174.85
2131.0,2105.0,79371.3,3174.85
2131.0,2034.0,48592.19,1943.69
2034.0,2131.0,48592.19,1943.69
2131.0,2450.0,57635.82,2305.43
2450.0,2131.0,57635.82,2305.43
2131.0,2548.0,44180.09,1767.2
2548.0,2131.0,44180.09,1767.2
2267.0,1955.0,67420.86,2696.83
1955.0,2267.0,67420.86,2696.83
2267.0,2018.0,77943.45,3117.74
2018.0,2267.0,77943.45,3117.74
2267.0,2381.0,35911.43,1436.46
2381.0,2267.0,35911.43,1436.46
2139.0,2005.0,27489.81,1237.04
2005.0,2139.0,27489.81,1237.04
2181.0,2166.0,96801.33,3872.05
2166.0,2181.0,96801.33,3872.05
2148.0,2024.0,49258.22,1970.33
2024.0,2148.0,49258.22,1970.33
2148.0,2109.0,52206.53,2088.26
2109.0,2148.0,52206.53,2088.26
2148.0,2110.0,49537.37,1981.49
2110.0,2148.0,49537.37,1981.49
2148.0,2149.0,30145.94,1205.84
2149.0,2148.0,30145.94,1205.84
2148.0,2166.0,47531.48,1901.26
2166.0,2148.0,47531.48,1901.26
2152.0,2166.0,36607.0,1464.28
2166.0,2152.0,36607.0,1464.28
2152.0,2180.0,35666.57,1605.0
2180.0,2152.0,35666.57,1605.0
2166.0,2110.0,60837.14,2433.49
2110.0,2166.0,60837.14,2433.49
2166.0,2129.0,47352.5,1894.1
2129.0,2166.0,47352.5,1894.1
2166.0,2177.0,100025.81,4001.03
2177.0,2166.0,100025.81,4001.03
1951.0,1959.0,40793.91,1631.76
1959.0,1951.0,40793.91,1631.76
1951.0,2018.0,34372.39,1374.9
2018.0,1951.0,34372.39,1374.9
1951.0,2016.0,25989.97,1039.6
2016.0,1951.0,25989.97,1039.6
1951.0,2075.0,54197.46,2167.9
2075.0,1951.0,54197.46,2167.9
1959.0,2022.0,50017.29,2000.69
2022.0,1959.0,50017.29,2000.69
1959.0,2016.0,52447.7,2097.91
2016.0,1959.0,52447.7,2097.91
1959.0,1968.0,52660.19,2106.41
1968.0,1959.0,52660.19,2106.41
1959.0,2078.0,38858.16,1554.33
2078.0,1959.0,38858.16,1554.33
1959.0,2060.0,16022.5,640.9
2060.0,1959.0,16022.5,640.9
1959.0,2046.0,77035.63,3081.43
2046.0,1959.0,77035.63,3081.43
2018.0,1977.0,24268.94,970.76
1977.0,2018.0,24268.94,970.76
2018.0,2033.0,37285.77,1491.43
2033.0,2018.0,37285.77,1491.43
2016.0,1955.0,64456.18,2578.25
1955.0,2016.0,64456.18,2578.25
2016.0,2057.0,24266.7,970.67
2057.0,2016.0,24266.7,970.67
2075.0,1955.0,49279.24,1971.17
1955.0,2075.0,49279.24,1971.17
2075.0,2023.0,33457.25,1338.29
2023.0,2075.0,33457.25,1338.29
2022.0,2046.0,33402.61,1503.12
2046.0,2022.0,33402.61,1503.12
2022.0,2033.0,34944.76,1572.51
2033.0,2022.0,34944.76,1572.51
1977.0,2023.0,53033.6,2121.34
2023.0,1977.0,53033.6,2121.34
1955.0,2023.0,65974.21,2638.97
2023.0,1955.0,65974.21,2638.97
1955.0,2226.0,44365.92,1774.64
2226.0,1955.0,44365.92,1774.64
1955.0,2289.0,45498.19,1819.93
2289.0,1955.0,45498.19,1819.93
1955.0,2272.0,28711.93,1148.48
2272.0,1955.0,28711.93,1148.48
1955.0,2206.0,112487.2,4499.49
2206.0,1955.0,112487.2,4499.49
2226.0,2057.0,50100.83,2004.03
2057.0,2226.0,50100.83,2004.03
2226.0,2195.0,165540.49,6621.62
2195.0,2226.0,165540.49,6621.62
2226.0,2247.0,24978.47,999.14
2247.0,2226.0,24978.47,999.14
2226.0,2365.0,47721.34,1908.85
2365.0,2226.0,47721.34,1908.85
2226.0,2367.0,43310.41,1732.42
2367.0,2226.0,43310.41,1732.42
2289.0,2206.0,83222.91,3328.92
2206.0,2289.0,83222.91,3328.92
2289.0,2346.0,40086.14,1603.45
2346.0,2289.0,40086.14,1603.45
2289.0,2371.0,44505.3,1780.21
2371.0,2289.0,44505.3,1780.21
2289.0,2272.0,29258.86,1316.65
2272.0,2289.0,29258.86,1316.65
2272.0,2367.0,13143.21,525.73
2367.0,2272.0,13143.21,525.73
2206.0,2375.0,70609.07,2824.36
2375.0,2206.0,70609.07,2824.36
2206.0,2234.0,57248.58,2289.94
2234.0,2206.0,57248.58,2289.94
2206.0,2233.0,104613.39,4184.54
2233.0,2206.0,104613.39,4184.54
2206.0,2381.0,100606.3,4024.25
2381.0,2206.0,100606.3,4024.25
2206.0,2365.0,68734.15,2749.37
2365.0,2206.0,68734.15,2749.37
2206.0,2425.0,69530.79,2781.23
2425.0,2206.0,69530.79,2781.23
2206.0,2540.0,74290.25,2971.61
2540.0,2206.0,74290.25,2971.61
2206.0,2450.0,68132.19,2725.29
2450.0,2206.0,68132.19,2725.29
2206.0,2435.0,94170.95,3766.84
2435.0,2206.0,94170.95,3766.84
2206.0,2520.0,57910.15,2316.41
2520.0,2206.0,57910.15,2316.41
2206.0,2248.0,120347.74,4813.91
2248.0,2206.0,120347.74,4813.91
1968.0,2060.0,46408.42,1856.34
2060.0,1968.0,46408.42,1856.34
1968.0,1971.0,65180.06,2607.2
1971.0,1968.0,65180.06,2607.2
1968.0,2242.0,64515.22,2580.61
2242.0,1968.0,64515.22,2580.61
1968.0,2268.0,50481.48,2019.26
2268.0,1968.0,50481.48,2019.26
1968.0,2057.0,64615.36,2584.61
2057.0,1968.0,64615.36,2584.61
1968.0,2078.0,26084.19,1173.79
2078.0,1968.0,26084.19,1173.79
2078.0,2268.0,32516.57,1463.25
2268.0,2078.0,32516.57,1463.25
2060.0,1971.0,59350.21,2670.76
1971.0,2060.0,59350.21,2670.76
2060.0,2057.0,25980.17,1169.11
2057.0,2060.0,25980.17,1169.11
1971.0,2195.0,217255.33,8690.21
2195.0,1971.0,217255.33,8690.21
1971.0,2215.0,71815.67,2872.63
2215.0,1971.0,71815.67,2872.63
1971.0,2241.0,52309.0,2092.36
2241.0,1971.0,52309.0,2092.36
1971.0,2362.0,40285.89,1611.44
2362.0,1971.0,40285.89,1611.44
1971.0,2217.0,63399.64,2535.99
2217.0,1971.0,63399.64,2535.99
1971.0,2242.0,59278.89,2371.16
2242.0,1971.0,59278.89,2371.16
1971.0,2268.0,58568.34,2342.73
2268.0,1971.0,58568.34,2342.73
1971.0,2057.0,39273.35,1570.93
2057.0,1971.0,39273.35,1570.93
1971.0,2199.0,64860.31,2918.71
2199.0,1971.0,64860.31,2918.71
2242.0,2241.0,19538.2,781.53
2241.0,2242.0,19538.2,781.53
2057.0,2199.0,76501.02,3442.55
2199.0,2057.0,76501.02,3442.55
2034.0,2375.0,40092.62,1603.7
2375.0,2034.0,40092.62,1603.7
2034.0,2450.0,55518.8,2220.75
2450.0,2034.0,55518.8,2220.75
2034.0,2381.0,30542.12,1374.4
2381.0,2034.0,30542.12,1374.4
2195.0,2196.0,77179.58,3087.18
2196.0,2195.0,77179.58,3087.18
2195.0,2287.0,68310.1,2732.4
2287.0,2195.0,68310.1,2732.4
2195.0,2207.0,84532.38,3381.3
2207.0,2195.0,84532.38,3381.3
2195.0,2234.0,92357.79,3694.31
2234.0,2195.0,92357.79,3694.31
2195.0,2216.0,88521.02,3540.84
2216.0,2195.0,88521.02,3540.84
2195.0,2257.0,59171.79,2366.87
2257.0,2195.0,59171.79,2366.87
2195.0,2220.0,97812.94,3912.52
2220.0,2195.0,97812.94,3912.52
2195.0,2322.0,84791.93,3391.68
2322.0,2195.0,84791.93,3391.68
2195.0,2197.0,104622.31,4184.89
2197.0,2195.0,104622.31,4184.89
2195.0,2230.0,113666.94,4546.68
2230.0,2195.0,113666.94,4546.68
2195.0,2247.0,138209.92,5528.4
2247.0,2195.0,138209.92,5528.4
2195.0,2345.0,88471.83,3538.87
2345.0,2195.0,88471.83,3538.87
2195.0,2362.0,149141.4,5965.66
